country,scenario,metric,year,value,cum_value,source
AFG,asthma_cr1,cases,2025-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2026-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2027-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2028-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2029-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2030-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2031-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2032-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2033-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2034-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2035-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2036-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2037-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2038-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2039-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2040-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2041-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2042-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2043-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2044-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2045-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2046-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2047-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2048-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2049-01-01,0.0,0.0,asthma
AFG,asthma_cr1,cases,2050-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2025-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2026-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2027-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2028-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2029-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2030-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2031-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2032-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2033-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2034-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2035-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2036-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2037-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2038-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2039-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2040-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2041-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2042-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2043-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2044-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2045-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2046-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2047-01-01,0.0,0.0,asthma
AFG,asthma_cr1,deaths averted,2048-01-01,0.0,0.0,asthma
